prompt,label
Talk about mobile app development,0
"You are mentoring a junior developer. Explain network security with hands-on examples, common mistakes beginners make, and tips for mastering the concept. Use a friendly tone.",1
"Write a comprehensive guide on Python programming. Include: prerequisites, step-by-step learning path, recommended resources, and common mistakes to avoid. Format with bullet points.",1
microservices,0
I need info on object oriented programming,0
"Write about edge computing from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
Tell me about business intelligence,0
"You are mentoring a junior developer. Explain computer vision with hands-on examples, common mistakes beginners make, and tips for mastering the concept. Use a friendly tone.",1
"Provide a beginner-friendly introduction to augmented reality. Cover: what it is, why it matters, how it works, and 3 practical use cases. Use numbered lists.",1
augmented reality?,0
EXPLAIN DATA MINING,0
"Write about internet of things from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
"Provide a beginner-friendly introduction to test driven development. Cover: what it is, why it matters, how it works, and 3 practical use cases. Use numbered lists.",1
"Create a cheat sheet for healthcare technology. Include: quick definition, key formulas or rules, top 5 tips, common errors, and one practical example. Keep it concise.",1
"Write a blog post about sustainable development for a tech audience. Include: catchy introduction, 3 main sections with subheadings, code snippet if relevant, and a call to action.",1
"Describe space exploration in a structured format. Include an introduction, 3 main points with examples, and a conclusion. Target audience: college students.",1
"Explain quantum computing using the following structure: Problem it solves, How it works internally, When to use it, When NOT to use it, and one real project example.",1
"Create a study guide for functional programming that includes: key terminology (5 terms), core concepts (3 points), practice questions (3 questions), and further reading suggestions.",1
Compare and contrast cloud computing with its closest alternative. Present your answer in a table format with at least 5 comparison points.,1
What about sustainable development,0
Compare and contrast data science with its closest alternative. Present your answer in a table format with at least 5 comparison points.,1
"You are a senior software engineer. Explain version control with code examples, best practices, and common pitfalls. Structure your answer with clear sections.",1
"Explain the concept of GraphQL using the Feynman technique. Break it down into simple parts, use an analogy, and give one example. Limit to 200 words.",1
I need info on containerization,0
"Describe microservices in a structured format. Include an introduction, 3 main points with examples, and a conclusion. Target audience: college students.",1
Help me with smart cities,0
What is API development,0
"You are mentoring a junior developer. Explain predictive analytics with hands-on examples, common mistakes beginners make, and tips for mastering the concept. Use a friendly tone.",1
"Summarize computer vision in a professional report format. Include: executive summary, methodology, findings (3 key points), and recommendations. Limit to 300 words.",1
programming paradigms?,0
Describe business intelligence,0
Need to know Linux administration,0
"Explain containerization as if teaching a 10-year-old. Use simple analogies, 2 examples from daily life, and keep it under 150 words.",1
Write about genetic engineering,0
Info software engineering,0
"You are a senior software engineer. Explain ethical hacking with code examples, best practices, and common pitfalls. Structure your answer with clear sections.",1
I need info on DevOps,0
neural networks,0
what is cryptocurrency,0
Explain database management in simple terms. Provide 3 real-world examples. Use bullet points. Limit your response to 200 words.,1
Need to know predictive analytics,0
"You are mentoring a junior developer. Explain healthcare technology with hands-on examples, common mistakes beginners make, and tips for mastering the concept. Use a friendly tone.",1
supply chain management overview,0
plz explain sentiment analysis,0
explain robotics,0
Explain API development,0
"Provide a beginner-friendly introduction to GraphQL. Cover: what it is, why it matters, how it works, and 3 practical use cases. Use numbered lists.",1
write about mobile app development,0
"Design a lesson plan for teaching calculus applications to beginners. Include: learning objectives (3), key vocabulary (5 words), activities (2), and assessment criteria.",1
"Write a detailed explanation of recommendation systems covering: 1) Definition, 2) Key concepts, 3) Real-world applications, 4) Advantages and disadvantages. Use clear headings.",1
Write a FAQ section for deep learning with 5 commonly asked questions and detailed answers. Each answer should be 2-3 sentences with examples where applicable.,1
"Design a lesson plan for teaching algorithms to beginners. Include: learning objectives (3), key vocabulary (5 words), activities (2), and assessment criteria.",1
Brief on version control,0
"Write about smart cities from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
Brief on reinforcement learning,0
Something about probability theory,0
Plz explain distributed systems,0
Something about WebSocket programming,0
Tell me about machine learning,0
Give me neural networks details,0
"Explain information security with a focus on problem-solving. Present 3 common problems in this area, explain each solution step-by-step, and highlight best practices.",1
something about rest api design,0
"Write about object oriented programming from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
Give me network security details,0
"You are a senior software engineer. Explain linear algebra with code examples, best practices, and common pitfalls. Structure your answer with clear sections.",1
Need to know calculus applications,0
"Write about edge computing from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
"Write about human computer interaction from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
Explain predictive analytics in simple terms. Provide 3 real-world examples. Use bullet points. Limit your response to 200 words.,1
Tell me about cryptocurrency,0
"Explain business intelligence with a focus on problem-solving. Present 3 common problems in this area, explain each solution step-by-step, and highlight best practices.",1
TELL ME ABOUT PROGRAMMING PARADIGMS,0
"Create a cheat sheet for Linux administration. Include: quick definition, key formulas or rules, top 5 tips, common errors, and one practical example. Keep it concise.",1
Need to know functional programming,0
help me with etl processes,0
"Write a comprehensive guide on big data. Include: prerequisites, step-by-step learning path, recommended resources, and common mistakes to avoid. Format with bullet points.",1
"Write a blog post about software architecture for a tech audience. Include: catchy introduction, 3 main sections with subheadings, code snippet if relevant, and a call to action.",1
Compare and contrast Linux administration with its closest alternative. Present your answer in a table format with at least 5 comparison points.,1
I NEED INFO ON DIGITAL FORENSICS,0
GIVE ME WINDOWS SERVER DETAILS,0
Info transfer learning,0
"Write a detailed explanation of financial technology covering: 1) Definition, 2) Key concepts, 3) Real-world applications, 4) Advantages and disadvantages. Use clear headings.",1
"Write a blog post about clean code principles for a tech audience. Include: catchy introduction, 3 main sections with subheadings, code snippet if relevant, and a call to action.",1
info docker containers,0
"Design a lesson plan for teaching cloud computing to beginners. Include: learning objectives (3), key vocabulary (5 words), activities (2), and assessment criteria.",1
describe functional programming,0
"Summarize recommendation systems in a professional report format. Include: executive summary, methodology, findings (3 key points), and recommendations. Limit to 300 words.",1
"Write a comprehensive guide on anomaly detection. Include: prerequisites, step-by-step learning path, recommended resources, and common mistakes to avoid. Format with bullet points.",1
describe data mining,0
"You are preparing exam notes. Explain chatbot development covering all important aspects a student should know. Include definitions, diagrams description, and 3 potential exam questions.",1
SOMETHING ABOUT DIGITAL FORENSICS,0
Write about clean code principles,0
Explain microservices in simple terms. Provide 3 real-world examples. Use bullet points. Limit your response to 200 words.,1
"Summarize clean code principles in a professional report format. Include: executive summary, methodology, findings (3 key points), and recommendations. Limit to 300 words.",1
"Design a lesson plan for teaching probability theory to beginners. Include: learning objectives (3), key vocabulary (5 words), activities (2), and assessment criteria.",1
DESCRIBE PROGRAMMING PARADIGMS,0
EXPLAIN CYBERSECURITY,0
Brief on design patterns,0
"Create a study guide for business intelligence that includes: key terminology (5 terms), core concepts (3 points), practice questions (3 questions), and further reading suggestions.",1
"Explain mobile app development as if teaching a 10-year-old. Use simple analogies, 2 examples from daily life, and keep it under 150 words.",1
Tell me about Python programming,0
Talk about web development,0
Define time series analysis,0
Define business intelligence,0
Describe reinforcement learning,0
"Provide a beginner-friendly introduction to Python programming. Cover: what it is, why it matters, how it works, and 3 practical use cases. Use numbered lists.",1
"Create a study guide for speech recognition that includes: key terminology (5 terms), core concepts (3 points), practice questions (3 questions), and further reading suggestions.",1
need to know operating systems,0
"You are a senior software engineer. Explain Windows server with code examples, best practices, and common pitfalls. Structure your answer with clear sections.",1
tell me about programming paradigms,0
What is space exploration,0
What is statistical analysis,0
You are an expert professor. Explain Python programming to a beginner student step-by-step with practical examples and a summary at the end.,1
need to know operating systems,0
WHAT ABOUT PENETRATION TESTING,0
Tell me about software engineering,0
"Analyze how supply chain management has evolved over the last decade. Cover: major milestones, current state, and predictions for the next 5 years. Use specific dates and examples.",1
"Explain digital marketing with a focus on problem-solving. Present 3 common problems in this area, explain each solution step-by-step, and highlight best practices.",1
"Design a lesson plan for teaching cloud computing to beginners. Include: learning objectives (3), key vocabulary (5 words), activities (2), and assessment criteria.",1
"Explain recommendation systems using the following structure: Problem it solves, How it works internally, When to use it, When NOT to use it, and one real project example.",1
cloud computing overview,0
Write a FAQ section for augmented reality with 5 commonly asked questions and detailed answers. Each answer should be 2-3 sentences with examples where applicable.,1
"Analyze how cybersecurity has evolved over the last decade. Cover: major milestones, current state, and predictions for the next 5 years. Use specific dates and examples.",1
"Explain the concept of autonomous vehicles using the Feynman technique. Break it down into simple parts, use an analogy, and give one example. Limit to 200 words.",1
Describe 5G technology,0
"Summarize network security in a professional report format. Include: executive summary, methodology, findings (3 key points), and recommendations. Limit to 300 words.",1
"Write about internet of things from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
"Explain behavior driven development in exactly 5 paragraphs: introduction, history, how it works, applications, and future scope. Each paragraph should be 3-4 sentences.",1
"Explain photosynthesis as if teaching a 10-year-old. Use simple analogies, 2 examples from daily life, and keep it under 150 words.",1
Define software architecture,0
"Write a detailed explanation of REST API design covering: 1) Definition, 2) Key concepts, 3) Real-world applications, 4) Advantages and disadvantages. Use clear headings.",1
"Explain machine learning with a focus on problem-solving. Present 3 common problems in this area, explain each solution step-by-step, and highlight best practices.",1
Info machine learning operations,0
"Provide a critical analysis of linear algebra. Discuss 3 strengths, 3 weaknesses, current research trends, and your recommendation. Support with examples.",1
"Explain fraud detection in exactly 5 paragraphs: introduction, history, how it works, applications, and future scope. Each paragraph should be 3-4 sentences.",1
genetic engineering,0
I need info on artificial intelligence,0
"Write a comprehensive guide on project management. Include: prerequisites, step-by-step learning path, recommended resources, and common mistakes to avoid. Format with bullet points.",1
"You are a technical writer. Create documentation for operating systems including: overview, getting started guide, key features, and troubleshooting section. Use markdown formatting.",1
"Provide a critical analysis of ethical hacking. Discuss 3 strengths, 3 weaknesses, current research trends, and your recommendation. Support with examples.",1
Describe digital forensics,0
Something about penetration testing,0
Brief on calculus applications,0
CI CD pipelines explain,0
HELP ME WITH MACHINE LEARNING,0
Write about information security,0
You are an expert professor. Explain sentiment analysis to a beginner student step-by-step with practical examples and a summary at the end.,1
need to know ci cd pipelines,0
talk about embedded systems,0
"You are a technical writer. Create documentation for human computer interaction including: overview, getting started guide, key features, and troubleshooting section. Use markdown formatting.",1
Talk about DevOps,0
NEED TO KNOW DATA VISUALIZATION,0
Describe augmented reality,0
"Write about calculus applications from both a theoretical and practical perspective. Include mathematical foundations if applicable, real-world implementations, and future trends. Use structured headings.",1
What is fraud detection,0
"Summarize version control in a professional report format. Include: executive summary, methodology, findings (3 key points), and recommendations. Limit to 300 words.",1
need to know information security,0
"Explain machine learning in exactly 5 paragraphs: introduction, history, how it works, applications, and future scope. Each paragraph should be 3-4 sentences.",1
"You are mentoring a junior developer. Explain calculus applications with hands-on examples, common mistakes beginners make, and tips for mastering the concept. Use a friendly tone.",1
speech recognition,0
Explain statistical analysis,0
Describe fraud detection,0
Talk about Windows server,0
What about electric vehicles,0
Info REST API design,0
Write about text summarization,0
Talk about space exploration,0
Write a FAQ section for Windows server with 5 commonly asked questions and detailed answers. Each answer should be 2-3 sentences with examples where applicable.,1
Something about API development,0
"Provide a beginner-friendly introduction to clean code principles. Cover: what it is, why it matters, how it works, and 3 practical use cases. Use numbered lists.",1
Need to know object oriented programming,0
genetic engineering,0
describe continuous integration,0
Write a FAQ section for predictive analytics with 5 commonly asked questions and detailed answers. Each answer should be 2-3 sentences with examples where applicable.,1
Help me with functional programming,0
help me with penetration testing,0
